ammunition	0.33333	0.77777	0.86667
amnesia	0.33333	0.54167	0.8
among	0.6111	0.55557	0.53333
amount	0.55557	0.5926	0.93333
amounts	0.5238	0.66667	0.86667
ample	0.77777	0.7037	0.6
amputate	0.33333	0.94443	1
amusing	1	0.875	0.86667
an	0.5	0.5	0.33333
anaemia	0.46667	0.66667	0.33333
analogy	0.5238	0.5238	0.4
analyses	0.5	0.77777	0.4
analysis	0.66667	0.66667	0.46667
analytic	0.4762	0.5238	0.33333
analyze	0.57143	0.80953	0.33333
analyzed	0.55557	0.72223	0.33333
anchor	0.57143	0.61903	1
anchored	0.57577	0.51517	0.73333
ancient	0.57143	0.4762	0.93333
and	0.55557	0.51853	0.33333
and/or	0.57143	0.61903	0.33333
angel	0.94443	0.77777	1
angels	0.77777	0.77777	1
anger	0.33333	0.96297	0.66667
angered	0.33333	0.625	0.66667
angle	0.57143	0.66667	0.93333
angles	0.5	0.41667	0.86667
anglican	0.7037	0.62963	0.53333
anglo-saxon	0.62963	0.5926	0.53333
angrier	0.33333	0.95833	0.73333
angry	0.33333	0.83333	0.93333
angular	0.44443	0.55557	0.33333
animal	0.75	0.75	1
animals	0.79167	0.83333	1
annihilate	0.37037	0.8148	0.53333
anniversary	1	0.66667	0.8
announce	0.625	0.79167	0.6
announced	0.61903	0.7143	0.66667
announcement	0.66667	0.66667	0.66667
annoys	0.3889	0.94443	0.46667
annual	0.55557	0.44443	0.46667
annually	0.63333	0.53333	0.4
anonymous	0.5238	0.5238	0.33333
another	0.54167	0.58333	0.33333
answer	0.66667	0.73333	0.6
answered	0.70833	0.70833	0.6
answering	0.5238	0.7619	0.6
answers	0.62963	0.62963	0.6
antenna	0.5926	0.62963	1
anti	0.33333	0.66667	0.33333
anti-semitism	0.45833	0.83333	0.33333
anti-slavery	0.4762	0.94443	0.53333
anticipate	0.66667	0.66667	0.6
anticipated	0.7143	0.57143	0.4
anticipation	0.54167	0.75	0.66667
anticlimax	0.43333	0.6	0.4
antique	0.63333	0.43333	1
anxiety	0.33333	0.93333	0.46667
anxious	0.33333	0.83333	0.6
any	0.46667	0.46667	0.33333
anybody	0.63637	0.60607	0.4
anyhow	0.44443	0.5	0.33333
anyone	0.46667	0.46667	0.4
anything	0.5238	0.61903	0.4
anyway	0.5238	0.57143	0.33333
anyways	0.51853	0.55557	0.33333
anywhere	0.58333	0.54167	0.4
apart	0.37037	0.7037	0.93333
apartment	0.5238	0.7143	1
apartments	0.5	0.63333	1
apologize	0.6111	0.77777	0.46667
apologizes	0.66667	0.8889	0.53333
apologizing	0.66667	0.7037	0.53333
apparatus	0.56667	0.6	0.53333
apparent	0.58333	0.625	0.33333
apparently	0.58333	0.625	0.33333
appeal	0.55557	0.77777	0.33333
appealed	0.58333	0.75	0.46667
appealing	0.74073	0.92593	0.53333
appeals	0.7143	0.7143	0.33333
appear	0.53333	0.6	0.46667
appearance	0.7143	0.7143	0.73333
appearances	0.53333	0.6	0.8
appeared	0.53333	0.53333	0.53333
appearing	0.7	0.73333	0.46667
appears	0.625	0.54167	0.6
appendix	0.4	0.46667	0.46667
appetite	0.66667	0.75	0.66667
appetizer	0.77777	0.66667	0.93333
applause	0.5926	0.96297	1
applicable	0.5	0.44443	0.4
applicants	0.5	0.72223	0.8
application	0.58333	0.625	0.66667
applications	0.5	0.77777	0.66667
applied	0.5	0.55557	0.46667
applies	0.46667	0.53333	0.4
apply	0.6111	0.69443	0.4
applying	0.61903	0.66667	0.4
appointment	0.44443	0.66667	0.66667
appreciate	0.8889	0.7037	0.53333
appreciated	0.8889	0.6111	0.4
appreciation	0.95833	0.58333	0.46667
apprehension	0.44443	0.72223	0.53333
apprehensive	0.37037	0.5926	0.6
apprentice	0.5238	0.61903	0.73333
approach	0.5926	0.7037	0.53333
approached	0.55557	0.6111	0.6
approaches	0.5926	0.66667	0.66667
approaching	0.55557	0.66667	0.66667
appropriate	0.7	0.56667	0.33333
appropriated	0.5238	0.5238	0.33333
approval	0.94443	0.77777	0.53333
approve	0.9697	0.75757	0.66667
approved	0.90477	0.7143	0.6
approving	0.8889	0.66667	0.6
approximate	0.5	0.55557	0.46667
approximately	0.5238	0.4762	0.46667
april	0.8485	0.72727	1
apt	0.61903	0.57143	0.33333
arbitrary	0.44443	0.74073	0.4
arc	0.5238	0.5238	0.8
arcane	0.44443	0.55557	0.33333
arch	0.46667	0.4	1
archaeology	0.55557	0.62963	0.66667
arched	0.44443	0.55557	0.93333
architect	0.61903	0.57143	0.86667
architecture	0.6111	0.6111	0.8
ardent	0.55557	0.7037	0.33333
are	0.55557	0.55557	0.33333
area	0.54167	0.45833	0.66667
areas	0.5238	0.4762	0.66667
aren*t	0.3889	0.44443	0.33333
argue	0.33333	1	0.46667
argued	0.33333	0.95833	0.53333
argues	0.37037	0.96297	0.6
arguing	0.33333	0.95237	0.66667
argument	0.33333	0.875	0.53333
arguments	0.33333	0.85713	0.6
arise	0.6111	0.66667	0.53333
arises	0.6111	0.6111	0.66667
arising	0.66667	0.6111	0.66667
ark	0.63637	0.48483	0.73333
arm	0.57143	0.61903	1
armed	0.41667	0.625	0.66667
armies	0.43333	0.73333	0.93333
arms	0.5	0.66667	0.86667
army	0.38097	0.7143	0.86667
arose	0.7037	0.66667	0.46667
around	0.5926	0.66667	0.53333
aroused	0.75	0.91667	0.86667
arrange	0.54167	0.70833	0.46667
arranged	0.5	0.6111	0.53333
arrangement	0.55557	0.66667	0.8
arrangements	0.57143	0.61903	0.66667
arranging	0.54167	0.79167	0.66667
array	0.63333	0.7	0.33333
arrest	0.46667	0.96667	1
arrested	0.33333	1	0.8
arrival	0.5	0.58333	0.8
arrive	0.53333	0.6	0.66667
arriving	0.73333	0.83333	0.73333
arrogant	0.33333	0.8889	0.46667
arrow	0.44443	0.55557	1
art	0.77777	0.6111	0.93333
arteries	0.42857	0.61903	0.73333
artery	0.5926	0.62963	0.6
article	0.625	0.54167	0.86667
articles	0.5926	0.55557	0.73333
artificial	0.4762	0.5238	0.46667
artillery	0.56667	0.7	0.73333
artist	0.6111	0.83333	0.93333
artistic	0.77777	0.8889	0.53333
artists	0.70833	0.875	0.86667
arts	0.9	0.63333	0.93333
as	0.5	0.5	0.33333
ascent	0.625	0.70833	0.4
ash	0.48147	0.4074	0.86667
ashamed	0.33333	0.79167	0.53333
asian	0.62963	0.55557	0.86667
aside	0.57143	0.5238	0.53333
ask	0.53333	0.6	0.46667
asked	0.5238	0.57143	0.46667
asking	0.46667	0.53333	0.46667
asks	0.46667	0.6	0.46667
asleep	0.86667	0.5	0.93333
aspect	0.5238	0.5238	0.4
aspects	0.46667	0.4	0.4
aspirations	0.91667	0.79167	0.53333
aspiring	0.83333	0.72223	0.46667
assassin	0.33333	0.92593	0.93333
assault	0.33333	0.95237	0.86667
assembled	0.5	0.55557	0.66667
assemblies	0.58333	0.66667	0.6
assembly	0.55557	0.66667	0.6
assert	0.55557	0.8889	0.4
asserted	0.53333	0.73333	0.46667
assertive	0.6389	0.94443	0.46667
assessing	0.66667	0.66667	0.4
assessment	0.5	0.72223	0.46667
assessors	0.55557	0.7037	0.46667
assets	0.6111	0.66667	0.53333
assign	0.625	0.61903	0.46667
assigned	0.44443	0.6111	0.46667
assignment	0.4074	0.66667	0.8
assignments	0.4762	0.66667	0.8
assist	0.77777	0.7037	0.53333
assistance	0.66667	0.6111	0.53333
assistant	0.66667	0.51853	0.8
assistants	0.6111	0.6111	0.8
associate	0.66667	0.53333	0.6
associated	0.57143	0.5238	0.6
associates	0.55557	0.5	0.66667
association	0.66667	0.54547	0.6
associations	0.57143	0.5238	0.53333
assume	0.5	0.66667	0.33333
assumed	0.44443	0.55557	0.33333
assuming	0.5238	0.57143	0.4
assumption	0.48483	0.66667	0.4
assumptions	0.5238	0.57143	0.4
assurance	0.74073	0.74073	0.46667
assure	0.7143	0.61903	0.53333
assured	0.66667	0.55557	0.53333
assuring	0.66667	0.6	0.66667
astronomy	0.77777	0.5926	0.8
at	0.5	0.5	0.33333
ate	0.7143	0.66667	0.73333
athletic	0.72223	0.83333	0.86667
atlantic	0.55557	0.5926	0.86667
atlas	0.5926	0.55557	1
atmosphere	0.79167	0.5	0.86667
atom	0.4762	0.66667	0.8
atoms	0.44443	0.72223	0.8
attach	0.70833	0.625	0.6
attache	0.54167	0.5	0.4
attached	0.66667	0.55557	0.73333
attack	0.33333	0.85713	0.93333
attacked	0.33333	0.95237	0.8
attacks	0.33333	0.95237	0.86667
attain	0.66667	0.77777	0.4
attempt	0.44443	0.72223	0.4
attempted	0.44443	0.66667	0.46667
attempting	0.63333	0.76667	0.53333
attempts	0.42857	0.7143	0.53333
attend	0.58333	0.58333	0.53333
attendance	0.6	0.55557	0.66667
attendant	0.5926	0.5926	0.66667
attended	0.57143	0.66667	0.66667
attending	0.62963	0.5926	0.6
attention	0.5926	0.77777	0.66667
attic	0.5	0.41667	1
attitude	0.54167	0.70833	0.66667
attitudes	0.6111	0.83333	0.66667
attorney	0.3889	0.77777	0.93333
attract	0.80953	0.95237	0.6
attracted	0.8889	0.8148	0.66667
attraction	0.93333	0.96667	0.8
attractive	0.86667	0.83333	0.86667
attributed	0.53333	0.53333	0.46667
attributes	0.58333	0.58333	0.53333
audience	0.66667	0.86667	0.93333
audiences	0.7	0.66667	0.93333
auditorium	0.6111	0.66667	1
august	0.77777	0.6111	0.93333
aunt	0.77777	0.55557	1
aura	0.66667	0.57143	0.4
auspicious	0.51853	0.66667	0.4
authentic	0.7619	0.4762	0.53333
author	0.62963	0.51517	0.8
authorities	0.4762	0.8148	0.93333
authority	0.7	0.72223	0.6
authorized	0.55557	0.70833	0.53333
authors	0.55557	0.54167	0.86667
auto	0.74073	0.7037	0.86667
automatic	0.83333	0.66667	0.4
automatically	0.66667	0.62963	0.53333
automobile	0.83333	0.76667	1
automobiles	0.7037	0.72727	1
autonomy	0.70833	0.56667	0.46667
autumn	0.62963	0.45453	1
availability	0.85713	0.62963	0.4
available	0.72223	0.625	0.53333
avenue	0.66667	0.44443	0.8
average	0.6	0.42857	0.6
averaged	0.53333	0.57143	0.46667
averages	0.66667	0.52777	0.53333
avert	0.66667	0.55557	0.4
avocado	0.66667	0.33333	1
avoid	0.625	0.56667	0.66667
avoided	0.5	0.70833	0.8
avoiding	0.4074	0.66667	0.73333
awake	0.61903	0.85187	0.93333
award	0.94443	0.58333	1
awarded	0.91667	0.76667	0.86667
awards	0.83333	0.54167	0.86667
aware	0.72223	0.83333	0.53333
awareness	0.73333	0.80953	0.6
away	0.6111	0.54763	0.73333
awful	0.33333	0.5926	0.66667
awfully	0.33333	0.58333	0.46667
awkward	0.33333	0.60607	0.6
awoke	0.6111	0.70833	0.66667
axis	0.61903	0.44443	0.8
aye	0.55557	0.41667	0.33333
babies	0.92593	0.78787	1
baby	0.90477	0.77777	1
babysit	0.66667	0.78787	0.73333
babysitter	0.66667	0.54167	1
babysitting	0.73333	0.77777	0.73333
back	0.6111	0.45833	0.86667
backed	0.6	0.55557	0.53333
background	0.7143	0.4074	0.86667
backs	0.72223	0.5	0.8
backward	0.42423	0.48717	0.86667
bacon	0.61903	0.51853	0.93333
bacterial	0.44443	0.54167	0.8
bad	0.42857	0.7037	0.73333
badger	0.5238	0.7037	0.86667
badgers	0.45453	0.8205	1
badly	0.33333	0.55557	0.46667
bag	0.62963	0.39393	1
bags	0.66667	0.4074	1
baiting	0.5	0.58333	0.8
bake	0.66667	0.80953	1
baker	0.77777	0.72727	1
balance	0.72223	0.54167	0.73333
balanced	0.85713	0.62963	0.8
ball	0.66667	0.66667	1
ballet	0.66667	0.78787	0.93333
ballistic	0.51853	0.9091	0.73333
balloon	0.875	0.63333	1
ballot	0.61903	0.51853	0.8
balls	0.66667	0.625	0.93333
baloney	0.45833	0.5	0.86667
bananas	0.79167	0.43333	1
band	0.66667	0.57577	0.86667
bandied	0.57143	0.51853	0.46667
bands	0.54167	0.63333	0.86667
bank	0.61903	0.5926	1
bankers	0.6111	0.625	0.93333
banks	0.77777	0.54167	1
baptist	0.5	0.45833	0.6
baptized	0.8	0.69443	0.8
bar	0.80953	0.7037	1
barbecue	0.91667	0.86667	1
barbed	0.4	0.69443	0.73333
bare	0.62963	0.42423	1
barely	0.45833	0.46667	0.46667
bargaining	0.77777	0.8788	0.8
barged	0.48147	0.69697	0.46667
bark	0.33333	0.66667	1
barked	0.41667	0.76667	0.73333
barn	0.66667	0.45833	1
barometer	0.66667	0.54167	0.93333
baroque	0.7143	0.48147	0.33333
barrel	0.62963	0.51517	0.93333
barriers	0.46667	0.58333	0.8
bars	0.63333	0.6111	1
base	0.6	0.42857	0.73333
baseball	0.75	0.77777	1
based	0.66667	0.38097	0.4
basement	0.63333	0.44443	1
bases	0.66667	0.5	0.66667
basic	0.66667	0.41667	0.6
basically	0.72223	0.45833	0.46667
basics	0.66667	0.375	0.6
basis	0.74073	0.42423	0.4
basket	0.61903	0.48147	1
bass	0.74073	0.54547	0.73333
bastard	0.38097	0.74073	0.73333
bastards	0.5	0.69443	0.73333
bat	0.55557	0.58333	1
bath	0.83333	0.45833	1
bathing	0.92593	0.72727	0.8
bathroom	0.63333	0.52777	1
baton	0.7143	0.44443	0.8
battery	0.58333	0.6	1
batting	0.76667	0.83333	0.86667
battle	0.41667	0.9	1
battlements	0.48147	0.78787	0.66667
bawling	0.4762	0.8148	0.6
bay	0.77777	0.375	0.93333
be	0.7619	0.44443	0.4
beach	1	0.57143	1
beached	0.66667	0.61903	0.86667
beaches	0.77777	0.51517	0.93333
beam	0.7143	0.51853	0.8
beamed	0.6	0.57143	0.53333
beams	0.79167	0.63333	0.8
bear	0.66667	0.66667	1
beard	0.66667	0.42423	0.86667
bearded	0.57143	0.48147	0.86667
bearing	0.66667	0.5	0.6
bears	0.61903	0.5926	0.93333
beat	0.44443	0.70833	0.46667
beaten	0.33333	0.70833	0.8
beating	0.4	0.80953	0.8
beautiful	1	0.54763	0.93333
beautifully	1	0.44443	0.66667
beauty	0.94443	0.625	1
beavers	0.74073	0.81817	1
became	0.66667	0.58333	0.4
because	0.57143	0.48147	0.4
become	0.55557	0.54167	0.53333
becomes	0.66667	0.69697	0.6
becoming	0.61903	0.7037	0.6
bed	0.79167	0.56667	1
bedroom	0.72223	0.5	1
beds	0.76667	0.52777	1
bee	0.66667	0.625	1
beef	0.63333	0.5	0.93333
been	0.5238	0.48147	0.4
beer	0.66667	0.5	1
beers	0.78787	0.6154	1
bees	0.57143	0.62963	1
before	0.6111	0.41667	0.46667
beg	0.33333	0.74073	0.93333
began	0.66667	0.74073	0.53333
begged	0.33333	0.84617	0.6
begging	0.33333	0.8148	0.86667
begin	0.74073	0.75757	0.6
beginner	0.61903	0.48147	0.8
beginning	0.72223	0.625	0.73333
begins	0.73333	0.66667	0.66667
begun	0.77777	0.72727	0.6
behalf	0.6111	0.41667	0.4
behave	0.7619	0.66667	0.73333
behaved	0.72223	0.66667	0.66667
behavior	0.66667	0.81817	0.73333
behind	0.46667	0.47223	0.66667
being	0.70833	0.6	0.53333
beings	0.61903	0.55557	0.66667
belgian	0.72223	0.54167	0.73333
belgians	0.66667	0.56667	0.73333
belief	0.75	0.4	0.6
beliefs	0.62963	0.60607	0.66667
believe	0.7143	0.55557	0.66667
believed	0.7143	0.51853	0.53333
believes	0.7619	0.51853	0.6
believing	0.77777	0.70833	0.46667
belittle	0.44443	0.66667	0.4
bell	0.72223	0.5	1
belly	0.63333	0.52777	1
belong	0.7619	0.48147	0.66667
belonged	0.66667	0.46667	0.53333
belonging	0.66667	0.60607	0.66667
belongs	0.77777	0.54547	0.66667
beloved	0.75	0.56667	0.66667
below	0.48147	0.54547	0.86667
belt	0.48147	0.54547	1
bench	0.58333	0.33333	1
bend	0.58333	0.6	0.8
beneath	0.6111	0.45833	0.66667
beneficial	0.77777	0.41667	0.53333
benefit	0.80953	0.51853	0.73333
benefits	0.8148	0.57577	0.6
bent	0.56667	0.6389	0.93333
beseeching	0.56667	0.69443	0.33333
beside	0.66667	0.42857	0.86667
besides	0.58333	0.44443	0.46667
besotted	0.46667	0.5238	0.46667
best	0.8485	0.6923	0.73333
bet	0.5	0.45833	1
better	0.83333	0.5	0.8
between	0.55557	0.54167	0.86667
beyond	0.6111	0.54167	0.8
bible	0.66667	0.60607	1
biblical	0.66667	0.62963	0.6
bid	0.66667	0.72727	0.6
bide	0.61903	0.48147	0.46667
big	0.66667	0.54547	0.73333
bigger	0.72223	0.58333	0.73333
biggest	0.77777	0.58333	0.8
bigwigs	0.5926	0.63637	0.66667
bike	0.7	0.77777	1
bikes	0.7143	0.77777	1
biking	0.77777	0.9394	1
bill	0.5926	0.54547	1
billboard	0.625	0.46667	1
billion	0.74073	0.69697	0.6
bills	0.5	0.56667	1
binding	0.55557	0.58333	0.6
binge	0.42857	0.62963	0.6
biography	0.6111	0.45833	0.86667
biological	0.53333	0.4762	0.66667
birches	0.62963	0.57577	0.73333
bird	0.7619	0.66667	1
birds	0.73333	0.7143	1
birth	0.70833	0.86667	0.93333
birthday	0.8889	0.75	1
bishop	0.55557	0.51517	0.86667
bit	0.57143	0.5926	0.66667
bitches	0.33333	0.58333	0.86667
bitching	0.33333	0.85187	0.8
bitchy	0.33333	0.79167	0.66667
bite	0.42857	0.85187	0.93333
bits	0.53333	0.42857	0.93333
bitter	0.36363	0.6923	0.73333
bitterly	0.38097	0.74073	0.46667
bitterness	0.44443	0.70833	0.53333
blab	0.4074	0.75757	0.53333
black	0.66667	0.625	0.86667
blackbird	0.66667	0.55557	1
blackest	0.66667	0.45833	0.6
blade	0.55557	0.57577	1
blades	0.57143	0.62963	1
blame	0.33333	0.73333	0.66667
blames	0.33333	0.79167	0.66667
blank	0.53333	0.3889	0.86667
